Pos;2011;2010;Title;Director;Year;Country;Mins;Genre;Colour;Amazon;IMDB;Google
941;898;---;Henry: Portrait of a Serial Killer;McNaughton, John;1986;US;90;Horror-Crime;Col;Amazon;IMDB;Goog
942;895;839;Douce;Autant-Lara, Claude;1943;France;111;Romance-Drama;BW;Amazon;IMDB;Goog
943;896;840;Sorpasso, Il;Risi, Dino;1963;Italy;105;Drama;BW;Amazon;IMDB;Goog
944;899;845;Ballad of Narayama [1983];Imamura, Shohei;1983;Japan;130;Drama;Col;Amazon;IMDB;Goog
945;900;872;Second Breath;Melville, Jean-Pierre;1966;France;144;Drama;BW;Amazon;IMDB;Goog
946;901;861;End of St. Petersburg, The;Pudovkin, Vsevolod;1927;USSR;80;Political-Drama;BW;Amazon;IMDB;Goog
947;979;948;Stray Dog;Kurosawa, Akira;1949;Japan;122;Thriller-Crime-Drama;BW;Amazon;IMDB;Goog
948;937;---;Safety Last;Newmeyer, Fred C. & Sam Taylor;1923;US;78;Comedy-Family-Romance;BW;Amazon;IMDB;Goog
949;987;928;Gold Diggers of 1933;LeRoy, Mervyn;1933;US;96;Musical-Dance-Comedy;BW;Amazon;IMDB;Goog
950;935;894;Ride Lonesome;Boetticher, Budd;1959;US;73;Western;Col;Amazon;IMDB;Goog
951;912;923;Amour fou, L';Rivette, Jacques;1968;France;252;Drama;BW;Amazon;IMDB;Goog
952;942;926;Posto, Il;Olmi, Ermanno;1961;Italy;93;Drama;BW;Amazon;IMDB;Goog
953;916;881;True Heart Susie;Griffith, D.W.;1919;US;87;Drama-Comedy;BW;Amazon;IMDB;Goog
954;943;919;Sonatine [1993];Kitano, Takeshi;1993;Japan;94;Drama-Crime-Action;Col;Amazon;IMDB;Goog
955;920;857;Seconds;Frankenheimer, John;1966;US;106;Thriller-Mystery;BW;Amazon;IMDB;Goog
956;922;950;Passion of Anna, The;Bergman, Ingmar;1969;Sweden;101;Drama;Col;Amazon;IMDB;Goog
957;923;876;Veronika Voss;Fassbinder, Rainer Werner;1982;Germany;105;Drama;BW;Amazon;IMDB;Goog
958;926;864;They Died with Their Boots On;Walsh, Raoul;1941;US;138;Biography-War-Romance;BW;Amazon;IMDB;Goog
959;927;865;Italian Straw Hat, The;Clair, René;1927;France;105;Comedy;BW;Amazon;IMDB;Goog
960;945;883;Charade;Donen, Stanley;1963;US;114;Thriller-Romance-Comedy;Col;Amazon;IMDB;Goog
961;928;866;Corbeau, Le;Clouzot, Henri-Georges;1943;France;92;Mystery-Drama-Thriller;BW;Amazon;IMDB;Goog
962;930;947;Sur, El;Erice, Victor;1983;Spain-France;95;Romance-Drama;Col;Amazon;IMDB;Goog
963;932;965;Letter to Three Wives, A;Mankiewicz, Joseph L.;1949;US;103;Drama;BW;Amazon;IMDB;Goog
964;933;925;Spione;Lang, Fritz;1928;Germany;90;Thriller-Spy;BW;Amazon;IMDB;Goog
965;934;893;Boucher, Le;Chabrol, Claude;1970;France-Italy;94;Thriller-Drama;Col;Amazon;IMDB;Goog
966;936;968;Roaring Twenties, The;Walsh, Raoul;1939;US;104;Drama-Crime;BW;Amazon;IMDB;Goog
967;957;900;Night Moves;Penn, Arthur;1975;US;95;Mystery;Col;Amazon;IMDB;Goog
968;992;980;Dracula [1958];Fisher, Terence;1958;UK;82;Horror;Col;Amazon;IMDB;Goog
969;950;889;Under the Bridges;Kaütner, Helmut;1944;Germany;92;Romance-Drama;BW;Amazon;IMDB;Goog
970;941;909;Seventh Heaven;Borzage, Frank;1927;US;119;Romance-Drama-War;BW;Amazon;IMDB;Goog
971;990;---;Winchester '73;Mann, Anthony;1950;US;92;Western;BW;Amazon;IMDB;Goog
972;947;907;Far Country, The;Mann, Anthony;1955;US;97;Western;Col;Amazon;IMDB;Goog
973;948;952;Late Autumn;Ozu, Yasujiro;1960;Japan;127;Drama;Col;Amazon;IMDB;Goog
974;953;895;Rose Hobart;Cornell, Joseph;1936;US;20;Short;BW;Amazon;IMDB;Goog
975;955;924;Way Down East;Griffith, D.W.;1920;US;119;Romance-Drama;BW;Amazon;IMDB;Goog
976;993;959;Z;Costa-Gavras, Constantin;1969;France;127;Political-Thriller-Historical;Col;Amazon;IMDB;Goog
977;967;930;Heaven Can Wait [1943];Lubitsch, Ernst;1943;US;112;Romance-Comedy;Col;Amazon;IMDB;Goog
978;---;984;People on Sunday;Siodmak, Robert & Edgar G. Ulmer;1929;Germany;74;Romance-Documentary-Drama;BW;Amazon;IMDB;Goog
979;968;911;Female Trouble;Waters, John;1974;US;95;Crime-Comedy;Col;Amazon;IMDB;Goog
980;970;912;Bend of the River;Mann, Anthony;1952;US;91;Western;Col;Amazon;IMDB;Goog
981;982;---;Tropical Malady;Weerasethakul, Apichatpong;2004;France-Thailand-Germany-Italy-Switzerland;118;Drama-Fantasy-Romance;Col;Amazon;IMDB;Goog
982;997;940;Scarlet Street;Lang, Fritz;1945;US;103;Crime;BW;Amazon;IMDB;Goog
983;971;974;In Praise of Love;Godard, Jean-Luc;2001;France;97;Drama;Col-BW;Amazon;IMDB;Goog
984;976;944;Leave Her to Heaven;Stahl, John M.;1945;US;110;Romance-Crime-Drama;Col;Amazon;IMDB;Goog
985;---;---;Louisiana Story;Flaherty, Robert;1948;US;77;Documentary-Drama;BW;Amazon;IMDB;Goog
986;978;921;Cutter's Way;Passer, Ivan;1981;US;105;Mystery-Drama;Col;Amazon;IMDB;Goog
987;969;---;Black Cat, The;Ulmer, Edgar G.;1934;US;65;Horror;BW;Amazon;IMDB;Goog
988;981;942;Devil in the Flesh;Autant-Lara, Claude;1946;France;110;Romance-Drama;BW;Amazon;IMDB;Goog
989;984;927;Dog Star Man;Brakhage, Stan;1964;US;75;Short-Drama;Col;Amazon;IMDB;Goog
990;983;953;Unknown, The;Browning, Tod;1927;US;65;Romance-Drama-Horror;BW;Amazon;IMDB;Goog
991;985;986;Time to Love and a Time to Die, A;Sirk, Douglas;1958;US;132;War-Romance-Drama;Col;Amazon;IMDB;Goog
992;986;---;Bitter Tea of General Yen, The;Capra, Frank;1933;US;89;Romance-Drama;BW;Amazon;IMDB;Goog
993;---;946;Variety;Dupont, E.A.;1925;Germany;104;Drama;BW;Amazon;IMDB;Goog
994;989;958;Kanal;Wajda, Andrzej;1956;Poland;97;War-Drama;BW;Amazon;IMDB;Goog
995;991;934;Ceremony, The;Oshima, Nagisa;1971;Japan;121;Comedy;Col;Amazon;IMDB;Goog
996;---;966;Fury;Lang, Fritz;1936;US;94;Drama-Crime;BW;Amazon;IMDB;Goog
997;998;963;Arsenal;Dovzhenko, Alexander;1929;USSR;78;War-Drama;BW;Amazon;IMDB;Goog
998;999;961;Strangers When We Meet;Quine, Richard;1960;US;117;Drama-Romance;Col;Amazon;IMDB;Goog
999;---;985;Forty Guns;Fuller, Sam;1957;US;80;Western;BW;Amazon;IMDB;Goog
1000;---;973;Toni;Renoir, Jean;1935;France;90;Drama;BW;Amazon;IMDB;Goog
